date,por1_sim
2017-05-17,50.419
2017-05-18,46.4570833333333
2017-05-19,42.0863333333333
2017-05-20,37.8099583333333
2017-05-21,34.2449166666667
2017-05-22,39.3578333333333
2017-05-23,40.15325
2017-05-24,46.5175833333333
2017-05-25,90.1895833333333
2017-05-26,122.727916666667
2017-05-27,100.778708333333
2017-05-28,84.065
2017-05-29,73.4174166666667
2017-05-30,68.8758333333333
2017-05-31,87.7854166666667
2017-06-01,82.7985833333333
2017-06-02,71.971625
2017-06-03,63.7620416666667
2017-06-04,57.2829583333333
2017-06-05,52.203625
2017-06-06,47.573625
2017-06-07,43.8635833333333
2017-06-08,40.228
2017-06-09,36.405625
2017-06-10,32.7477916666667
2017-06-11,29.108375
2017-06-12,26.5699166666667
2017-06-13,24.7314583333333
2017-06-14,22.6486666666667
2017-06-15,21.6584583333333
2017-06-16,19.8709166666667
2017-06-17,18.0482083333333
2017-06-18,15.9650833333333
2017-06-19,15.8962916666667
2017-06-20,19.057
2017-06-21,17.9685416666667
2017-06-22,16.0745833333333
2017-06-23,14.4755
2017-06-24,15.712125
2017-06-25,15.4732083333333
2017-06-26,14.2927083333333
2017-06-27,13.032
2017-06-28,11.8872916666667
2017-06-29,10.8092916666667
2017-06-30,9.74830416666667
2017-07-01,8.8674125
2017-07-02,8.09904166666667
2017-07-03,7.23887916666667
2017-07-04,6.45043333333333
2017-07-05,9.419275
2017-07-06,205.586541666667
2017-07-07,357.606666666667
2017-07-08,183.332916666667
2017-07-09,104.380416666667
2017-07-10,75.6695
2017-07-11,62.954625
2017-07-12,61.429625
2017-07-13,54.319875
2017-07-14,50.8629583333333
2017-07-15,49.858875
2017-07-16,44.124
2017-07-17,39.3
2017-07-18,39.5645
2017-07-19,46.4989583333333
2017-07-20,38.5287083333333
2017-07-21,32.654875
2017-07-22,36.8168333333333
2017-07-23,52.757875
2017-07-24,53.06025
2017-07-25,44.127625
2017-07-26,38.0510416666667
2017-07-27,33.6671666666667
2017-07-28,121.227166666667
2017-07-29,933.4125
2017-07-30,218.765833333333
2017-07-31,105.145166666667
2017-08-01,71.2835833333333
2017-08-02,55.20675
2017-08-03,47.4249583333333
2017-08-04,42.413875
2017-08-05,38.4235
2017-08-06,34.85475
2017-08-07,40.742375
2017-08-08,43.9975416666667
2017-08-09,38.24225
2017-08-10,33.8692083333333
2017-08-11,39.43525
2017-08-12,88.4644166666667
2017-08-13,71.2474166666667
2017-08-14,54.5869166666667
2017-08-15,48.710875
2017-08-16,44.0092083333333
2017-08-17,39.5811666666667
2017-08-18,37.9452916666667
2017-08-19,39.3425
2017-08-20,35.17375
2017-08-21,31.2651666666667
2017-08-22,28.1411666666667
2017-08-23,26.46075
2017-08-24,24.9807083333333
2017-08-25,23.4983333333333
2017-08-26,21.73825
2017-08-27,19.9629583333333
2017-08-28,18.2305
2017-08-29,21.615
2017-08-30,27.690375
2017-08-31,27.2087083333333
2017-09-01,25.79425
2017-09-02,26.8804583333333
2017-09-03,26.9057916666667
2017-09-04,25.449375
2017-09-05,28.6867083333333
2017-09-06,57.218
2017-09-07,63.0038333333333
2017-09-08,53.1025416666667
2017-09-09,46.5477083333333
2017-09-10,41.9300416666667
2017-09-11,38.1509583333333
2017-09-12,34.7967916666667
2017-09-13,32.597375
2017-09-14,29.99425
2017-09-15,27.4452083333333
2017-09-16,25.9185
2017-09-17,24.3201666666667
2017-09-18,22.5145
2017-09-19,20.6659583333333
2017-09-20,18.849375
2017-09-21,17.0120833333333
2017-09-22,15.0217083333333
2017-09-23,13.1232083333333
2017-09-24,11.3181666666667
2017-09-25,9.89299166666667
2017-09-26,8.82708333333333
2017-09-27,7.83681666666667
2017-09-28,6.94310833333333
2017-09-29,6.2409875
2017-09-30,5.6443
2017-10-01,5.09572916666667
2017-10-02,4.59000833333333
2017-10-03,4.18474166666667
2017-10-04,4.30427083333333
