unique_id,supplier,location,date_time,day,time,measurement,today,value,units,comments
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-12T05:00:00Z,yesterday,NA,daily average withdrawals,1/13/1999,63.4417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-13T05:00:00Z,yesterday,NA,daily average withdrawals,1/14/1999,62.9833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-14T05:00:00Z,yesterday,NA,daily average withdrawals,1/15/1999,63.4833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-15T05:00:00Z,yesterday,NA,daily average withdrawals,1/16/1999,63.8,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-16T05:00:00Z,yesterday,NA,daily average withdrawals,1/17/1999,63.375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-17T05:00:00Z,yesterday,NA,daily average withdrawals,1/18/1999,63.5792,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-18T05:00:00Z,yesterday,NA,daily average withdrawals,1/19/1999,63.7333,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-19T05:00:00Z,yesterday,NA,daily average withdrawals,1/20/1999,63.6292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-20T05:00:00Z,yesterday,NA,daily average withdrawals,1/21/1999,63.5208,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-21T05:00:00Z,yesterday,NA,daily average withdrawals,1/22/1999,63.4458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-22T05:00:00Z,yesterday,NA,daily average withdrawals,1/23/1999,63.5125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-23T05:00:00Z,yesterday,NA,daily average withdrawals,1/24/1999,63.5375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-24T05:00:00Z,yesterday,NA,daily average withdrawals,1/25/1999,63.9458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-25T05:00:00Z,yesterday,NA,daily average withdrawals,1/26/1999,67.775,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-26T05:00:00Z,yesterday,NA,daily average withdrawals,1/27/1999,65.8208,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-27T05:00:00Z,yesterday,NA,daily average withdrawals,1/28/1999,65.8042,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-28T05:00:00Z,yesterday,NA,daily average withdrawals,1/29/1999,66.4583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-29T05:00:00Z,yesterday,NA,daily average withdrawals,1/30/1999,66.3417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-30T05:00:00Z,yesterday,NA,daily average withdrawals,1/31/1999,66.2167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-01-31T05:00:00Z,yesterday,NA,daily average withdrawals,2/1/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-01T05:00:00Z,yesterday,NA,daily average withdrawals,2/2/1999,65.8917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-02T05:00:00Z,yesterday,NA,daily average withdrawals,2/3/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-03T05:00:00Z,yesterday,NA,daily average withdrawals,2/4/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-04T05:00:00Z,yesterday,NA,daily average withdrawals,2/5/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-05T05:00:00Z,yesterday,NA,daily average withdrawals,2/6/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-06T05:00:00Z,yesterday,NA,daily average withdrawals,2/7/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-07T05:00:00Z,yesterday,NA,daily average withdrawals,2/8/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-08T05:00:00Z,yesterday,NA,daily average withdrawals,2/9/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-09T05:00:00Z,yesterday,NA,daily average withdrawals,2/10/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-10T05:00:00Z,yesterday,NA,daily average withdrawals,2/11/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-11T05:00:00Z,yesterday,NA,daily average withdrawals,2/12/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-12T05:00:00Z,yesterday,NA,daily average withdrawals,2/13/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-13T05:00:00Z,yesterday,NA,daily average withdrawals,2/14/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-14T05:00:00Z,yesterday,NA,daily average withdrawals,2/15/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-15T05:00:00Z,yesterday,NA,daily average withdrawals,2/16/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-16T05:00:00Z,yesterday,NA,daily average withdrawals,2/17/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-17T05:00:00Z,yesterday,NA,daily average withdrawals,2/18/1999,61.9917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-18T05:00:00Z,yesterday,NA,daily average withdrawals,2/19/1999,65.5167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-19T05:00:00Z,yesterday,NA,daily average withdrawals,2/20/1999,65.4708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-20T05:00:00Z,yesterday,NA,daily average withdrawals,2/21/1999,65.5333,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-21T05:00:00Z,yesterday,NA,daily average withdrawals,2/22/1999,66.1125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-22T05:00:00Z,yesterday,NA,daily average withdrawals,2/23/1999,66.5667,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-23T05:00:00Z,yesterday,NA,daily average withdrawals,2/24/1999,66.1375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-24T05:00:00Z,yesterday,NA,daily average withdrawals,2/25/1999,66.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-25T05:00:00Z,yesterday,NA,daily average withdrawals,2/26/1999,60.8583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-26T05:00:00Z,yesterday,NA,daily average withdrawals,2/27/1999,64.2292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-27T05:00:00Z,yesterday,NA,daily average withdrawals,2/28/1999,64.2792,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-02-28T05:00:00Z,yesterday,NA,daily average withdrawals,3/1/1999,63.8083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-01T05:00:00Z,yesterday,NA,daily average withdrawals,3/2/1999,62.1667,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-02T05:00:00Z,yesterday,NA,daily average withdrawals,3/3/1999,67.2375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-03T05:00:00Z,yesterday,NA,daily average withdrawals,3/4/1999,63.6125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-04T05:00:00Z,yesterday,NA,daily average withdrawals,3/5/1999,63.65,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-05T05:00:00Z,yesterday,NA,daily average withdrawals,3/6/1999,63.7708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-06T05:00:00Z,yesterday,NA,daily average withdrawals,3/7/1999,64.0833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-07T05:00:00Z,yesterday,NA,daily average withdrawals,3/8/1999,64.3375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-08T05:00:00Z,yesterday,NA,daily average withdrawals,3/9/1999,64.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-09T05:00:00Z,yesterday,NA,daily average withdrawals,3/10/1999,64.2708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-10T05:00:00Z,yesterday,NA,daily average withdrawals,3/11/1999,64.4333,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-11T05:00:00Z,yesterday,NA,daily average withdrawals,3/12/1999,64.4167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-12T05:00:00Z,yesterday,NA,daily average withdrawals,3/13/1999,64.387,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-13T04:00:00Z,yesterday,NA,daily average withdrawals,3/14/1999,64.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-14T04:00:00Z,yesterday,NA,daily average withdrawals,3/15/1999,62.6833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-15T04:00:00Z,yesterday,NA,daily average withdrawals,3/16/1999,63.2292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-16T04:00:00Z,yesterday,NA,daily average withdrawals,3/17/1999,63.625,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-17T04:00:00Z,yesterday,NA,daily average withdrawals,3/18/1999,63.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-18T04:00:00Z,yesterday,NA,daily average withdrawals,3/19/1999,63.65,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-19T04:00:00Z,yesterday,NA,daily average withdrawals,3/20/1999,64.1417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-20T04:00:00Z,yesterday,NA,daily average withdrawals,3/21/1999,66.6,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-21T04:00:00Z,yesterday,NA,daily average withdrawals,3/22/1999,58,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-22T04:00:00Z,yesterday,NA,daily average withdrawals,3/23/1999,65.4167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-23T04:00:00Z,yesterday,NA,daily average withdrawals,3/24/1999,61.8917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-24T04:00:00Z,yesterday,NA,daily average withdrawals,3/25/1999,63.8958,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-25T04:00:00Z,yesterday,NA,daily average withdrawals,3/26/1999,63.7167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-26T04:00:00Z,yesterday,NA,daily average withdrawals,3/27/1999,63.8167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-27T04:00:00Z,yesterday,NA,daily average withdrawals,3/28/1999,65.9458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-28T04:00:00Z,yesterday,NA,daily average withdrawals,3/29/1999,64.2458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-29T04:00:00Z,yesterday,NA,daily average withdrawals,3/30/1999,64.9833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-30T04:00:00Z,yesterday,NA,daily average withdrawals,3/31/1999,63.8167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-03-31T04:00:00Z,yesterday,NA,daily average withdrawals,4/1/1999,62.5292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-01T04:00:00Z,yesterday,NA,daily average withdrawals,4/2/1999,61.825,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-02T04:00:00Z,yesterday,NA,daily average withdrawals,4/3/1999,63.8417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-03T04:00:00Z,yesterday,NA,daily average withdrawals,4/4/1999,63.4583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-04T04:00:00Z,yesterday,NA,daily average withdrawals,4/5/1999,64.2417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-05T04:00:00Z,yesterday,NA,daily average withdrawals,4/6/1999,64.1625,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-06T04:00:00Z,yesterday,NA,daily average withdrawals,4/7/1999,64.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-07T04:00:00Z,yesterday,NA,daily average withdrawals,4/8/1999,64.025,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-08T04:00:00Z,yesterday,NA,daily average withdrawals,4/9/1999,63.6667,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-09T04:00:00Z,yesterday,NA,daily average withdrawals,4/10/1999,64.5125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-10T04:00:00Z,yesterday,NA,daily average withdrawals,4/11/1999,64.1792,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-11T04:00:00Z,yesterday,NA,daily average withdrawals,4/12/1999,64.2917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-12T04:00:00Z,yesterday,NA,daily average withdrawals,4/13/1999,61.9042,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-13T04:00:00Z,yesterday,NA,daily average withdrawals,4/14/1999,66.6667,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-14T04:00:00Z,yesterday,NA,daily average withdrawals,4/15/1999,68.5042,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-15T04:00:00Z,yesterday,NA,daily average withdrawals,4/16/1999,64.5542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-16T04:00:00Z,yesterday,NA,daily average withdrawals,4/17/1999,65.6542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-17T04:00:00Z,yesterday,NA,daily average withdrawals,4/18/1999,64.5542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-18T04:00:00Z,yesterday,NA,daily average withdrawals,4/19/1999,59.2375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-19T04:00:00Z,yesterday,NA,daily average withdrawals,4/20/1999,62.8292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-20T04:00:00Z,yesterday,NA,daily average withdrawals,4/21/1999,61.9875,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-21T04:00:00Z,yesterday,NA,daily average withdrawals,4/22/1999,62.4958,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-22T04:00:00Z,yesterday,NA,daily average withdrawals,4/23/1999,62.5625,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-23T04:00:00Z,yesterday,NA,daily average withdrawals,4/24/1999,62.5958,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-24T04:00:00Z,yesterday,NA,daily average withdrawals,4/25/1999,62.4917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-25T04:00:00Z,yesterday,NA,daily average withdrawals,4/26/1999,61.5833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-26T04:00:00Z,yesterday,NA,daily average withdrawals,4/27/1999,62.4542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-27T04:00:00Z,yesterday,NA,daily average withdrawals,4/28/1999,67.1,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-28T04:00:00Z,yesterday,NA,daily average withdrawals,4/29/1999,70.7125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-29T04:00:00Z,yesterday,NA,daily average withdrawals,4/30/1999,66.3125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-04-30T04:00:00Z,yesterday,NA,daily average withdrawals,5/1/1999,67.0167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-01T04:00:00Z,yesterday,NA,daily average withdrawals,5/2/1999,69.4917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-02T04:00:00Z,yesterday,NA,daily average withdrawals,5/3/1999,63.325,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-03T04:00:00Z,yesterday,NA,daily average withdrawals,5/4/1999,67.6375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-04T04:00:00Z,yesterday,NA,daily average withdrawals,5/5/1999,68.7833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-05T04:00:00Z,yesterday,NA,daily average withdrawals,5/6/1999,67.575,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-06T04:00:00Z,yesterday,NA,daily average withdrawals,5/7/1999,67.6458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-07T04:00:00Z,yesterday,NA,daily average withdrawals,5/8/1999,67.6542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-08T04:00:00Z,yesterday,NA,daily average withdrawals,5/9/1999,67.8417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-09T04:00:00Z,yesterday,NA,daily average withdrawals,5/10/1999,67.4125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-10T04:00:00Z,yesterday,NA,daily average withdrawals,5/11/1999,67.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-11T04:00:00Z,yesterday,NA,daily average withdrawals,5/12/1999,65.8583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-12T04:00:00Z,yesterday,NA,daily average withdrawals,5/13/1999,64.3833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-13T04:00:00Z,yesterday,NA,daily average withdrawals,5/14/1999,64.3375,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-14T04:00:00Z,yesterday,NA,daily average withdrawals,5/15/1999,63.7708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-15T04:00:00Z,yesterday,NA,daily average withdrawals,5/16/1999,67.5083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-16T04:00:00Z,yesterday,NA,daily average withdrawals,5/17/1999,67.3917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-17T04:00:00Z,yesterday,NA,daily average withdrawals,5/18/1999,65.9208,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-18T04:00:00Z,yesterday,NA,daily average withdrawals,5/19/1999,66.3167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-19T04:00:00Z,yesterday,NA,daily average withdrawals,5/20/1999,67.0917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-20T04:00:00Z,yesterday,NA,daily average withdrawals,5/21/1999,65.8167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-21T04:00:00Z,yesterday,NA,daily average withdrawals,5/22/1999,66.0417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-22T04:00:00Z,yesterday,NA,daily average withdrawals,5/23/1999,66.1042,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-23T04:00:00Z,yesterday,NA,daily average withdrawals,5/24/1999,66.1583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-24T04:00:00Z,yesterday,NA,daily average withdrawals,5/25/1999,63.6583,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-25T04:00:00Z,yesterday,NA,daily average withdrawals,5/26/1999,61.675,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-26T04:00:00Z,yesterday,NA,daily average withdrawals,5/27/1999,66.3292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-27T04:00:00Z,yesterday,NA,daily average withdrawals,5/28/1999,69.0083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-28T04:00:00Z,yesterday,NA,daily average withdrawals,5/29/1999,72.6833,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-29T04:00:00Z,yesterday,NA,daily average withdrawals,5/30/1999,63.8125,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-30T04:00:00Z,yesterday,NA,daily average withdrawals,5/31/1999,63.5417,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-05-31T04:00:00Z,yesterday,NA,daily average withdrawals,6/1/1999,63.7542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-01T04:00:00Z,yesterday,NA,daily average withdrawals,6/2/1999,65.975,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-02T04:00:00Z,yesterday,NA,daily average withdrawals,6/3/1999,65.725,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-03T04:00:00Z,yesterday,NA,daily average withdrawals,6/4/1999,66.1292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-04T04:00:00Z,yesterday,NA,daily average withdrawals,6/5/1999,69.8917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-05T04:00:00Z,yesterday,NA,daily average withdrawals,6/6/1999,67.9875,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-06T04:00:00Z,yesterday,NA,daily average withdrawals,6/7/1999,69.5333,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-07T04:00:00Z,yesterday,NA,daily average withdrawals,6/8/1999,69.5208,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-08T04:00:00Z,yesterday,NA,daily average withdrawals,6/9/1999,69.6458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-09T04:00:00Z,yesterday,NA,daily average withdrawals,6/10/1999,69.55,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-10T04:00:00Z,yesterday,NA,daily average withdrawals,6/11/1999,69.7083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-11T04:00:00Z,yesterday,NA,daily average withdrawals,6/12/1999,73.7458,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-12T04:00:00Z,yesterday,NA,daily average withdrawals,6/13/1999,84.1167,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-13T04:00:00Z,yesterday,NA,daily average withdrawals,6/14/1999,77.3792,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-14T04:00:00Z,yesterday,NA,daily average withdrawals,6/15/1999,76.9708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-15T04:00:00Z,yesterday,NA,daily average withdrawals,6/16/1999,72.3083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-16T04:00:00Z,yesterday,NA,daily average withdrawals,6/17/1999,73.6708,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-17T04:00:00Z,yesterday,NA,daily average withdrawals,6/18/1999,67.2083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-18T04:00:00Z,yesterday,NA,daily average withdrawals,6/19/1999,73.6,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-19T04:00:00Z,yesterday,NA,daily average withdrawals,6/20/1999,77.0083,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-20T04:00:00Z,yesterday,NA,daily average withdrawals,6/21/1999,72.3542,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-21T04:00:00Z,yesterday,NA,daily average withdrawals,6/22/1999,75.15,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-22T04:00:00Z,yesterday,NA,daily average withdrawals,6/23/1999,74.8292,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-23T04:00:00Z,yesterday,NA,daily average withdrawals,6/24/1999,76.6917,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-24T04:00:00Z,yesterday,NA,daily average withdrawals,6/25/1999,74.9667,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-25T04:00:00Z,yesterday,NA,daily average withdrawals,6/26/1999,72.925,MGD,
FW Occoquan Reservoir daily average withdrawals,FW,Occoquan Reservoir,1999-06-26T04:00:00Z,yesterday,NA,daily average withdrawals,6/27/1999,78.1667,MGD,
