unique_id,supplier,location,day,time,measurement,today,value,units
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-29,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-30,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-05-31,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-01,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-02,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-03,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-04,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-05,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-06,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-07,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-08,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-09,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-10,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-11,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-12,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-13,8.32,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-14,4.16,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-15,7.66,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-16,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-17,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-18,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-19,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-20,34.39,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-21,91.92,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-22,108.73,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-23,104.34,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-24,30.32,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-25,45.84,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-26,30.44,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-27,49.43,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-28,29.65,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-29,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-06-30,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-01,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-02,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-03,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-04,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-05,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-06,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-07,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-08,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-09,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-10,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-11,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-12,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-13,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-14,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-15,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-16,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-17,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-18,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-19,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-20,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-21,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-22,16.68,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-23,4.92,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-24,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-25,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-26,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-27,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-28,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-29,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-30,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-07-31,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-01,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-02,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-03,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-04,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-05,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-06,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-07,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-08,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-09,4.1,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-10,26.41,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-11,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-12,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-13,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-14,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-15,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-16,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-17,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-18,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-19,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-20,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-21,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-22,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-23,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-24,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-25,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-26,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-27,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-28,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-29,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-30,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-08-31,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-09-01,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-09-02,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-09-03,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-09-04,0,MGD
WA Potomac River at Little Falls,WA,Potomac River at Little Falls,yesterday,NA,daily average withdrawals,2017-09-05,0,MGD
